,attachmentKey,parentKey,parentTitle,linkTitle,url
0,V6G7P32B,UWK47DDF,"The Scientist Turned Spy: André Michaux, Thomas Jefferson, and the Conspiracy of 1793",Book review by Ann Fabian,https://doi.org/10.1353/wmq.2025.a973906
1,9PPUVM2J,UWK47DDF,"The Scientist Turned Spy: André Michaux, Thomas Jefferson, and the Conspiracy of 1793",Book review by Sean P. Harvey,https://doi.org/10.1353/jer.2025.a969339
2,F49HVJM2,A3EJ6QXE,The White Lady: The Story of Two Key British Secret Service Networks Behind German Lines,Book review by John Raine,https://engelsbergideas.com/reviews/secret-networks-behind-enemy-lines/
3,VICBIBLQ,VRRAVR3B,The Spy and the Devil: The untold story of the MI6 agent who penetrated Hitler’s inner circle,Book review by Andrew Boyd,https://kcsi.uk/kcsi-insights/book-review-the-spy-and-the-devil-tim-willasey-wilsey
4,3M3S4NUI,4BH45YHM,The Special Operations Executive in Malaya: World War II and the Path to Independence,Book review by Augustine Meaher,https://doi.org/10.1080/03086534.2025.2560561
5,RIUKTXRG,EVPD2YPR,The Spy in the Museum: How Rose Valland Saved Art from the Nazis,Book review by Adam McConville,https://doi.org/10.1353/bcc.2025.a969960
6,PXFD92MI,IW8TQ955,A faithful spy: the life and times of an MI6 and MI5 officer,Book review by Kurt F. Jensen,https://doi.org/10.1080/02684527.2025.2557731
7,B2MRV5W9,9L4W3GF4,"Women Under Suspicion: Fraternization, Espionage, and Punishment in the Soviet Union During World War II",Book review by George Gömöri,https://muse.jhu.edu/article/969026
8,LBPK2I5Z,YCR8SG5E,Japanese Spy Gear & Special Weapons: How Noborito's Scientists and Technicians Served in the Second World War and the Cold War,Book review by Richard J. Samuels,https://doi.org/10.1080/02684527.2025.2568809
9,JL54LT39,6TLC8VXI,"Britain and the Dhofar War in Oman, 1963–1976: A Covert War in Arabia",Book review by Ian F. W. Backett,https://doi.org/10.1080/09592318.2025.2547055
10,YHVJQTMD,I29B5XFM,AI and Early Warning Systems: Technology Innovation for National Security,Book review by Avner Barnea,https://doi.org/10.1080/08850607.2025.2515551
11,LYLPPKUC,I29B5XFM,AI and Early Warning Systems: Technology Innovation for National Security,Book review by Joel Brenner,https://doi.org/10.1080/08850607.2025.2527551
12,39ZJNW82,DY3BN8J2,The Triumph of Fear: Domestic Surveillance and Political Repression from McKinley to Eisenhower,Book review by Rhodri Jeffreys-Jones,https://doi.org/10.1080/02684527.2025.2544103
13,765A2Y23,5A86SRG3,The CIA Book Club: The Best Kept Secret of the Cold War,Book review by Ian McCallum,https://doi.org/10.1080/24750158.2025.2534217
14,ZB2QX8LD,Y6KSVJ58,"First Class Comrades: The Stasi in the Cold War, 1945-1961",Book review by Carolyn Halladay,https://doi.org/10.1080/08850607.2025.2525738
15,QKMN5QY6,VR3H48JB,The Determined Spy by Douglas Waller: The Turbulent Life and Times of CIA Pioneer Frank Wisner,Book review by Sarah-Jane Corke,https://doi.org/10.1080/08850607.2025.2553086
16,IC9FZQZK,VR3H48JB,The Determined Spy by Douglas Waller: The Turbulent Life and Times of CIA Pioneer Frank Wisner,Book review by JR Seeger and Ian B. Ericson,https://www.cia.gov/resources/csi/studies-in-intelligence/studies-in-intelligence-69-no-2-extracts-june-2025/review-the-determined-spy-the-turbulent-life-and-times-of-cia-pioneer-frank-wisner/
17,ANHYCXAY,E63UCHLH,Terrorist Informers in Northern Ireland,Book review by Thomas R. Mockaitis,https://doi.org/10.1080/09592318.2025.2517126
18,E572Y3QA,9D8I8JEZ,Caught in the Crossfire: The Inside Story of Pakistan’s Secret Services,Book review by Carl A. Wege,https://doi.org/10.1080/08850607.2025.2478911
19,8L68N3FK,STPG9SRI,Ian Fleming: The Complete Man,Book review by Anton Fedyashin,https://doi.org/10.1080/02684527.2025.2508075
21,WXJEQ6SR,2WGB4Y9H,The Oversight of Outsourcing US Intelligence After 9/11: Private Intelligence Contractors,Book review by Kai Chen,https://doi.org/10.1093/ia/iiaf198
22,B53UZECT,8MV4U8Z8,Covert Action: National Approaches to Unacknowledged Intervention,Book review by Aaron Paine,https://www.thecipherbrief.com/behind-the-mask-the-politics-of-hidden-intervention
23,ME93MKUY,2MULP4YW,The Spy and the State: The History of American Intelligence Get access Arrow,Book review by Ante Batistic,https://doi.org/10.1080/08850607.2025.2553098
24,MU7NGMVK,RFZQFTFR,Sexuality and Gender in Fictions of Espionage: Spying Undercover(s),Book review by Mark D. Kaufman,https://www.degruyterbrill.com/document/doi/10.1515/ang-2025-0018/html
25,B5Q7ZI9B,MYUAXJKE,"Spying on Students: The FBI, Red Squads, and Student Activists in the 1960s South",Book review by Christopher Getowicz,https://www.cambridge.org/core/journals/history-of-education-quarterly/article/abs/gregg-l-michel-spying-on-students-the-fbi-red-squads-and-student-activists-in-the-1960s-south-baton-rouge-louisiana-state-university-press-2024-296-pp/F3CE5142F492A00BEFB176F44DD8C119
26,JL7MWKP9,WBTHTIWK,BRIXMIS and the Secret Cold War,Book review by Joseph W. Wippl,https://doi.org/10.1080/08850607.2025.2459572
27,ESTWWWSF,Q4WMQIBE,Lifting the Fog: The Secret History of the Dutch Defense Intelligence and Security Service (1912-2022),Book review by Peter C. Oleson,https://doi.org/10.1080/08850607.2025.2459013
28,TLG6DR67,ADCT9TGJ,Counterfeit Spies: How World War II Intelligence Operations Shaped Cold War Spy Fiction,Book review by Filip Kovacevic,https://doi.org/10.1080/08850607.2024.2448456
29,FAB43TAS,J58Q6MWH,Postal Intelligence: The Tassis Family and Communications Revolution in Early Modern Europe,Book review by Christian T. Callisen,https://doi.org/10.1080/0268117X.2025.2494420
30,BDRLMUPH,7CHUQ7WL,"No Cloak, No Dagger: A Professor's Secret Life Inside the CIA",Book review by Kurt F. Jensen,https://doi.org/10.1080/02684527.2025.2557735
31,ES524CGJ,7CHUQ7WL,"No Cloak, No Dagger: A Professor's Secret Life Inside the CIA",Book review by JD Work,https://doi.org/10.1080/08850607.2024.2440289
32,23HHU6U7,F687UQXE,Intelligence Services in South Asia: Colonial Past and Post-Colonial Realities,Book review by Owen Sirrs,https://doi.org/10.1080/14781158.2025.2545898
33,GXNSJT2E,PCWTDYCD,Red List: MI5 and British Intellectuals in the Twentieth Century,Book review by R. J. W. Mills,https://doi.org/10.1080/01916599.2024.2446211
34,FF49PLEY,7Y7IFI25,Contemporary Intelligence Warning Cases: Learning from Successes and Failures,Book review by Jonathan Proctor,https://www.cia.gov/resources/csi/studies-in-intelligence/studies-in-intelligence-69-no-2-extracts-june-2025/review-contemporary-intelligence-warning-cases-learning-from-successes-and-failures/
35,M4DSVJ58,7Y7IFI25,Contemporary Intelligence Warning Cases: Learning from Successes and Failures,Book review by J. Paul Pope,https://doi.org/10.1080/08850607.2025.2488248
37,PDFWV8FL,SGM4P5TI,"British Intelligence and the Fenians, 1855–1880",Book review by Brian Griffin,https://doi.org/10.1080/09670882.2025.2494327
38,KR3B3R2Q,WL9T72DJ,The Hamas Intelligence War against Israel,Book review by Ryan Shaffer,https://doi.org/10.1080/16161262.2025.2546744
39,BU2DHDGL,WL9T72DJ,The Hamas Intelligence War against Israel,Book review by Avner Barnea,https://doi.org/10.1080/08850607.2025.2477436
40,CT8GMYPA,WL9T72DJ,The Hamas Intelligence War against Israel,Book review by Robert Dover,https://doi.org/10.1080/03068374.2025.2499148
41,XTM5M2M2,5B5GPJAA,"Geheimnis und Sicherheit: Der Aufstieg militärischer Nachrichtendienste in Deutschland, Frankreich und Großbritannien 1871–1914 [Secrecy and security: The rise of military intelligence services in Germany, France and Great Britain 1871-1914]",Book review by Adrian E. Wettstein,https://doi.org/10.1080/19475020.2024.2429882
43,UBXQVKZT,L929LYCE,Pakistan's ISI: A Concise History of the Inter-Services Intelligence Directorate,Book review by Carl Wege,https://doi.org/10.1080/08850607.2024.2416884
44,RRN8KT5E,KECUINDP,Agent Link: The Spy Erased from History,Book review by John Prout,https://doi.org/10.1080/08850607.2024.2414464
45,U7TRLL95,8U3JRTLK,Zhou Enlai: A Life,Book review by Matthew J.,https://www.cia.gov/resources/csi/studies-in-intelligence/studies-in-intelligence-68-no-3-excerpts-september-2024/zhou-enlai-a-life/
46,2QPH6Q7X,XY7MT8Q2,"The Achilles Trap: Saddam Hussein, the United States and the Middle East, 1979-2003",Book review by Brent Geary,https://www.cia.gov/resources/csi/studies-in-intelligence/studies-in-intelligence-68-no-3-excerpts-september-2024/the-achilles-trap-saddam-hussein-the-cia-and-the-origins-of-americas-invasion-of-iraq/
47,P45QYUFR,6YY9VKYC,"The Last Honest Man:The CIA, the FBI, the Mafia, and the Kennedys—and One Senator's Fight to Save Democracy",Book review by Charles C. Johnson,https://doi.org/10.1080/02684527.2025.2565941
48,CBHXT3U7,6YY9VKYC,"The Last Honest Man:The CIA, the FBI, the Mafia, and the Kennedys—and One Senator's Fight to Save Democracy",Book review by David Robarge,https://www.cia.gov/resources/csi/studies-in-intelligence/studies-in-intelligence-68-no-3-excerpts-september-2024/the-last-honest-man-the-cia-the-fbi-the-mafia-and-the-kennedys-and-one-senators-fight-to-save-democracy/
49,BS5ZHGEK,85AHVDSJ,Ethical Espionage: Ethics and the Intelligence Cycle,Book review by Kurt F. Jensen,https://doi.org/10.1080/02684527.2025.2466268
50,DDUJSIT7,IJF5HN8D,Iran's Ministry of Intelligence: A Concise History,Book review by Jack Roush,https://doi.org/10.1080/02684527.2025.2556614
51,XJH82ZJH,IFK9Y2QW,State Sponsored Cyber Surveillance: The Right to Privacy of Communications and International Law,Book review by Asaf Lubin,https://doi.org/10.1017/S0020589324000228
52,FXHRC7QQ,BZRWDMCP,The CIA Intelligence Analyst: Views from the Inside,Book review by James J. Wirtz,https://doi.org/10.1080/08850607.2025.2499430
53,YD43IVYE,BZRWDMCP,The CIA Intelligence Analyst: Views from the Inside,Book review by Jeff Rogg,https://doi.org/10.1080/18335330.2025.2486658
54,YTL54CIM,IHN7PXB7,"Intelligence, Security and the State: Reviewing the British Intelligence Community",Book review by Fraser McGowan,https://doi.org/10.1080/18335330.2025.2531407
55,PZVTZ2JM,TIV9JADU,Counter-Intelligence: What the Secret World Can Teach Us About Problem-solving and Creativity,Book review by John Ehrman,https://www.cia.gov/resources/csi/studies-in-intelligence/studies-in-intelligence-68-no-3-excerpts-september-2024/review-essay-what-two-books-can-tell-us-about-managing-intelligence-services/
56,C88MUCZA,TIV9JADU,Counter-Intelligence: What the Secret World Can Teach Us About Problem-solving and Creativity,Book review by Daniel W. B. Lomas,https://www.tandfonline.com/doi/full/10.1080/03071847.2024.2406619
57,5RH78FCB,QSGA9YLB,Indochina Hand: Tales of a CIA Case Officer,Book review by James J. Wirtz,https://doi.org/10.1080/08850607.2024.2378741
58,ZZC9KUL6,YKAWLYQA,Subversion: From Covert Operations to Cyber Conflict,Book review by Matthew Galway,https://doi.org/10.1093/ahr/rhae195
59,X9XY5LET,YKAWLYQA,Subversion: From Covert Operations to Cyber Conflict,Book review by Lawrence E. Cline,https://doi.org/10.1080/09592318.2024.2381850
60,27HBYGNJ,Z6QEDILV,Consuls in the Cold War,Book review by Thomas A. Schwartz,https://doi.org/10.1080/14682745.2024.2374969
61,ETUA4P47,WWZ8MDD2,"Deter, Disrupt, or Deceive: Assessing Cyber Conflict as an Intelligence Contest",Book review by Tash Buckley,https://doi.org/10.1080/23738871.2024.2377667
63,A6AKJB5N,8IQ8W4XM,"Knowledge Exchanges Between Portugal and Europe: Maritime Diplomacy, Espionage, and Nautical Science in the Early Modern World (15th-17th Centuries)",Book review by Richard Dunn,https://doi.org/10.1017/S0007087424001341
64,CEMA78J7,3YEC87VF,"The Birth of Psychological War: Propaganda, Espionage, and Military Violence from WWII to the Vietnam War",Book review by Katy Doll,https://doi.org/10.1093/jahist/jaae235
65,XVU6SP3K,3YEC87VF,"The Birth of Psychological War: Propaganda, Espionage, and Military Violence from WWII to the Vietnam War",Book review by Junjiro Shida,https://doi.org/10.1080/03612759.2024.2362092
66,KM4Q2N8J,IXPGYQZB,"Covert Radio Agents, 1939–1945: Signals From Behind Enemy Lines",Book review by Eric P. Wenaas,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10568229
67,PTLDZN5R,TFQ7UB8K,TICOM: the Hunt for Hitler’s Codebreakers,Book review by Chris Christensen,https://doi.org/10.1080/01611194.2018.1449150
68,4BD37EZZ,AHY44MRC,Need to Know: World War II and the Rise of American Intelligence,Book review by J. R. Seeger,https://www.cia.gov/resources/csi/studies-in-intelligence/studies-in-intelligence-67-no-1-extracts-march-2023/review-need-to-know-world-war-ii-and-the-rise-of-american-intelligence/
69,39J3HKNT,AHY44MRC,Need to Know: World War II and the Rise of American Intelligence,Book review by David V. Gioe,https://www.tandfonline.com/doi/full/10.1080/16161262.2023.2213566
70,54AXR66S,AHY44MRC,Need to Know: World War II and the Rise of American Intelligence,Book review by Jeff Rogg,https://www.tandfonline.com/doi/full/10.1080/08850607.2022.2164461?af=R
71,BXXIF65P,S3YKMTAP,Spy Stories: Inside the Secret World of the RAW and the ISI,Book review by Ryan Shaffer,https://www.tandfonline.com/doi/full/10.1080/02684527.2021.1990460
73,WVYHPW9Z,L3G7SYBW,The Future of Foreign Intelligence: Privacy and Surveillance in a Digital Age,Book review by Joel Brenner,https://jnslp.com/2017/12/12/review-future-foreign-intelligence-privacy-surveillance-digital-age-laura-k-donohue/
74,E35DSPJL,GILHL5RY,Diplomacy and Intelligence During the Second World War: Essays in Honour of F. H. Hinsley,Book review by Michael Hart,https://doi.org/10.1093/iclqaj/35.1.229
75,Q96D8US4,39IPFCR7,Watching the Jackals: Prague's Covert Liaisons with Cold War Terrorists and Revolutionaries,Book review by Jean-Thomas Nicole,https://www.thecipherbrief.com/book-review/dispatches-from-pragues-archives-watching-the-jackals
76,VP54SXKU,Y8ZHDV88,"Intelligence in Democratic Transitions: A Comparative Analysis of Portugal, Greece, and Spain",Book review by George Greanias,https://doi.org/10.1080/08850607.2025.2499420
77,WSISRY9F,Y8ZHDV88,"Intelligence in Democratic Transitions: A Comparative Analysis of Portugal, Greece, and Spain",Book review by Anthony Sutton,https://www.cia.gov/resources/csi/studies-in-intelligence/studies-in-intelligence-68-no-4-special-media-reviews-december-2024/review-intelligence-in-democratic-transitions-a-comparative-analysis-of-portugal-greece-and-spain/
78,PPLUUR74,H5N82ZCZ,The CIA: An Imperial History,Book review by Sarah-Jane Corke,https://doi.org/10.1093/dh/dhaf045
79,CMNSIUK3,H5N82ZCZ,The CIA: An Imperial History,Book review by Dieter Bacher,https://doi.org/10.1162/jcws_r_01250
80,R67RHXX3,CVUM7TAX,"Spying in South Asia: Britain, the United States, and India's Secret Cold War",Book review by Mao Lin,https://journals.upress.ufl.edu/JGSS/article/view/3328
81,2VJS5FGH,CVUM7TAX,"Spying in South Asia: Britain, the United States, and India's Secret Cold War",Book review by Pratyaksh Sharma,https://doi.org/10.1080/18335330.2025.2578759
82,D5GBEEE2,CVUM7TAX,"Spying in South Asia: Britain, the United States, and India's Secret Cold War",Book review by Sumit Ganguly,https://doi.org/10.1162/jcws_r_01270
83,QEQ7Z6AK,CVUM7TAX,"Spying in South Asia: Britain, the United States, and India's Secret Cold War",Book review by Dan Lomas,https://doi.org/10.1093/ia/iiaf083
84,Q399NRL8,CVUM7TAX,"Spying in South Asia: Britain, the United States, and India's Secret Cold War",Book review by Charles Heard,https://www.cia.gov/resources/csi/static/b300feabd0c8a87f08da9f555a24a6fd/Review-Spying-in-South-Asia-March-2025.pdf
85,RPICIUB5,CVUM7TAX,"Spying in South Asia: Britain, the United States, and India's Secret Cold War",Book review by Ryan Shaffer,https://doi.org/10.1080/02684527.2025.2456350
86,6TT9PL9B,CVUM7TAX,"Spying in South Asia: Britain, the United States, and India's Secret Cold War",Book review by Ian Hall,https://doi.org/10.1080/00220388.2024.2437234
87,F9IURWTG,CVUM7TAX,"Spying in South Asia: Britain, the United States, and India's Secret Cold War",Book review by Tim Willasey-Wilsey,https://www.thecipherbrief.com/book-review/a-superb-look-at-spying-on-the-subcontinent
88,ZT7C6VSV,IMIG6SF6,"Secret History: State Surveillance in New Zealand, 1900–1956",Book review by Hayden Thorne,https://doi.org/10.1093/tcbh/hwae031
89,HHRM847W,LE86UHNU,"Israeli National Intelligence Culture: Problem-solving, Exceptionalism, and Pragmatism",Book review by Hamilton Bean,https://doi.org/10.1080/02684527.2025.2508076
90,RCPRN98D,KVESSZZX,Cold War Deceptions: The Asia Foundation and the CIA,Book review by Moss Roberts,https://doi.org/10.1080/14672715.2024.2335260
91,UHQXE7RY,WWMBSKCU,Routledge Handbook of Disinformation and National Security,Book review by Michael J. Ard,https://www.cia.gov/resources/csi/studies-in-intelligence/studies-in-intelligence-68-no-1-extracts-march-2024/the-routledge-handbook-of-disinformation-and-national-security/
92,2PTAGSPB,GZNRSVKI,The Lumumba Plot: The Secret History of the CIA and a Cold War Assassination,Book review by Paul Kepp,https://www.cia.gov/resources/csi/studies-in-intelligence/studies-in-intelligence-68-no-1-extracts-march-2024/review-the-lumumba-plot-the-secret-history-of-the-cia-and-a-cold-war-assassination/
93,UNZTIZ4T,MRXVJK39,Arctic Convoys: Bletchley Park and the War for the Seas,Book review by Dan W. B. Lomas,https://doi.org/10.1080/03071847.2024.2304433
94,YWTVARQ8,EWTARL9R,"The Secret History of the Five Eyes: The untold story of the shadowy international spy network, through its targets, traitors and spies",Book review by Miah Hammond-Errey,https://www.tandfonline.com/doi/full/10.1080/03071847.2023.2319989
95,ZTZ52IPW,UKKQVC75,The Handbook of African Intelligence Cultures,Book review by Marianne Taflinger,https://doi.org/10.1080/08850607.2024.2322691
97,SVYH8JH7,FPLKVXUW,Chatter: Dispatches from the Secret World of Global Eavesdropping,Book review by Louis Kruh,https://doi.org/10.1080/01611190508951314
98,AVZDGDWF,YZXQ2V39,Pearl Harbor Revisited: U.S. Navy Communications Intelligence 1924–1941,Book review by Louis Kruh,https://doi.org/10.1080/01611190508951313
99,9SL2WKCW,XVYS6KUQ,"A Priceless Advantage: U.S. Naval Communications Intelligence and the Battles of Coral Sea, Midway, and the Aleutians",Book review by Louis Kruh,https://doi.org/10.1080/01611190508951310
100,DYHW3P4V,CVCHR2G7,Thirty Secret Years: A.G. Denniston's work in signals intelligence 1914-1944,Book review by David Hamer,https://doi.org/10.1080/01611190701583088
101,XPKVJ7ZG,K4VWMT4G,Voices of the Code Breakers: Personal Accounts Of The Secret Heroes Of World War Ii,Book review by Chris Christensen,https://doi.org/10.1080/01611190701856641
102,KCZCGDQC,FS46CNKP,The U.S. Intelligence Community,Book review by James David,https://doi.org/10.1080/01611190802160588
103,X7E6AK5D,XRKWXGV7,Decoding The IRA,Book review by Stephen Budiansky,https://doi.org/10.1080/01611190902967023
104,EVXMUE7M,TB74TDGU,Ultra Versus U-Boats: Enigma Decrypts in The National Archives,Book review by Chris Christensen,https://doi.org/10.1080/01611190903185179
105,457HE9G2,DKL5K2IM,The Shadow Factory: The Ultra-Secret NSA from 9/11 to the Eavesdropping on America,Book review by Chris Christensen,https://doi.org/10.1080/01611190903115150
106,SBQE7KHI,YYSUII5N,"Eavesdropping on Hell: Historical Guide to Western Communications Intelligence and Holocaust, 1939–1945",Book review by Henry B. Wolfe,https://doi.org/10.1080/01611190903115192
107,29YHCG4T,RJBCDRX2,The Secret Sentry: The Untold History of the National Security Agency,Book review by Colin Burke,https://doi.org/10.1080/01611191003621956
108,3GU8SZNK,YFC3DE5V,Secret Days: Codebreaking in Bletchley Park,Book review by Chris Christensen,https://doi.org/10.1080/01611194.2012.661300
109,5VKUN2NZ,6R976AXB,The Secrets of Station X: How the Bletchley Park Codebreakers Helped Win the War,Book review by David H. Hamer,https://doi.org/10.1080/01611194.2012.661298
110,8T3GVTZ7,IS2ETAJF,Secret Postings: Bletchley Park to the Pentagon,Book review by Chris Christensen,https://doi.org/10.1080/01611194.2012.689598
111,XKTZS37B,4E7IY4L4,"Decoding Organization: Bletchley Park, Codebreaking and Organization Studies",Book review by Chris Christensen,https://doi.org/10.1080/01611194.2013.767681
112,TZ32AKYP,5J4L4KKF,Hitler's Codebreakers: German Signals Intelligence in World War 2,Book review by David H. Hamer,https://doi.org/10.1080/01611194.2013.827533
113,XR4G2WRA,UFX7359Y,The History of Traffic Analysis: World War I—Vietnam,Book review by Chris Christensen,https://doi.org/10.1080/01611194.2014.915687
114,IJ5GQNPM,BTTIP896,Gordon Welchman: Bletchley Park's Architect of Ultra Intelligence,Book review by David H. Hamer,https://doi.org/10.1080/01611194.2015.982933
115,EI7HBMBG,ZIVBZN5G,The Secret Listeners: The Men and Women Posted Across the World to Intercept the German Codes for Bletchley Park,Book review by Chris Christensen,https://doi.org/10.1080/01611194.2014.915689
116,XMUMMDMX,FKHUP84J,Intercept: The Secret History of Computers and Spies,Book review by Nick Hoffman,https://doi.org/10.1080/01611194.2015.1129186
117,2VAGN4NU,3J3EFSFV,Solving Enigma's Secrets: The Official History of Bletchley Park's Hut 6,Book review by David H. Hamer,https://doi.org/10.1080/01611194.2016.1236619
118,GUMMKXRU,5B25XMQ7,Bletchley Park: The Secret Archives,Book review by Chris Christensen,https://doi.org/10.1080/01611194.2016.1236644
119,7W925R7G,G5UF8GLE,Code Warriors: NSA's Codebreakers and the Secret Intelligence War against the Soviet Union,Book review by Chris Christensen,https://doi.org/10.1080/01611194.2017.1326794
120,777CRWFU,BHGQHF44,Silence Means Security: Secrets of a WWII Code-Breaking WAC,Book review by Chris Christensen,https://doi.org/10.1080/01611194.2017.1326272
121,Q5TD73K7,AFUPE93I,"The Secret War: Spies, Codes and Guerrillas 1939–1945",Book review by Ryan Shaffer,https://doi.org/10.1080/01611194.2018.1435213
122,CJBYGIQM,YAJHRY42,Stanley Johnston's Blunder: The Reporter Who Spilled the Secret Behind the U.S. Navy's Victory at Midway,Book review by Chris Christensen,https://doi.org/10.1080/01611194.2018.1503208
123,D3IGMPHU,KM7HXFMC,Bletchley Park and D-Day,Book review by Chris Christensen,https://doi.org/10.1080/01611194.2020.1732498
124,4HAVVWTV,NC3B4QFU,Reflections of Alan Turing: A Relative History,Book review by Chris Christensen,https://doi.org/10.1080/01611194.2021.1969703
125,KGQ6X4FE,8RB2AQRH,MADAME X THE STORY OF 003: The U.S. Army Cryptologic Bombe in World War II,Book review by Chris Christensen,https://doi.org/10.1080/01611194.2021.1949761
126,5V75AA83,7PRUPQDN,The Bombe: The machine that defeated Enigma,Book review by Chris Christensen,https://doi.org/10.1080/01611194.2022.2026840
127,SAG8Q2I7,EKE2DILU,Radio War: The Secret Espionage War of the Radio Security Service 1938-1946,Book review by Chris Christensen,https://doi.org/10.1080/01611194.2021.1969706
128,76RTEF4E,WC587R5C,The Woman All Spies Fear: Code Breaker Elizebeth Smith Friedman and Her Hidden Life,Book review Stuart Boersman,https://doi.org/10.1080/01611194.2022.2134753
129,5JIKTZTK,BJAZJM86,No More Secrets: My part in codebreaking at Bletchley Park and the Pentagon,Book review by Chris Christensen,https://doi.org/10.1080/01611194.2023.2246466
130,QWV5QSWX,3669PKEA,"Queen of Codes: The Secret Life of Emily Anderson, Britain’s Greatest Female Codebreaker",Book review by Chris Christensen,https://doi.org/10.1080/01611194.2023.2248141
131,3BA34CPZ,HP5QT7AV,Strategic intelligence for American world policy,Book review by John A. Irving,https://doi.org/10.1177/002070205100600414
132,C2SVVDV7,4RGY9J6V,Trinity: The Treachery and Pursuit of the Most Dangerous Spy in History,Book review by Ben de Jong,https://doi.org/10.35467/sdq/183020
133,UTJLLY87,CCTFILJY,The Book of Honor: The Secret Lives and Deaths of CIA Operatives,Book review by Thomas M. Troy,https://www.cia.gov/resources/csi/studies-in-intelligence/studies-in-intelligence-winter-spring-2001/the-book-of-honor-covert-lives-and-classified-deaths-at-the-cia/
134,9RLZPDSL,5LGF4KBW,"Flawed by Design: The Evolution of the CIA, JCS, and NSC",Book review by Michael Warner,https://www.cia.gov/static/flawed-by-design-creating-secret-state.pdf
135,CBXRMHSG,RWH9FMQP,The Master of Disguise: My Secret Life in the CIA,Book review by Jim Steinmeyer,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-46-no-1/the-master-of-disguise-my-secret-life-in-the-cia/
136,9VL3AKFA,44QLALK4,The Cultural Cold War: The CIA and the World of Arts and Letters,Book review by Thomas M. Troy,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-46-no-1/the-cultural-cold-war-the-cia-and-the-world-of-arts-and-letters/
137,YBVE32CR,MURRHEI6,The Secret History of the CIA,Book review by Len M.,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-46-no-2/the-secret-history-of-cia/
138,HUDESZRX,KGNZTT7R,"West-Arbeit des MfS: Das Zusammenspiel von ""Aufklärung"" und ""Abwehr"" [The MfS's Operations in the West: The Interaction of ""Intelliegence"" and ""Counterintelligence""]",Book review by Benjamin B. Fischer,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-46-no-2/west-arbeit-des-mfs-das-zusammenspiel-von-auflarung-und-abwehr-the-mfss-operations-in-the-west-the-interaction-of-intelliegence-and-counterintelligence/
139,XQMHMYIH,PVJI9YKI,The U-2 Spyplane: Toward the Unknown : A New History of the Early Years,Book review by Gerald K. Haines,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-46-no-2/the-u-2-spyplane-toward-the-unknown-a-new-history-of-the-early-years/
140,EG23SHFB,2B6EI63I,Secrets of Victory: The Office of Censorship and the American Press and Radio in World War II,Book review by Robert J. Hanyok,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-46-no-3/secrets-of-victory-the-office-of-censorship-and-the-american-press-and-radio-in-world-war-ii/
141,YWM6CA27,2U8CSB72,From Munich to Pearl Harbor: Roosevelt's America and the Origins of the Second World War,Book review by Michael Warner,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-46-no-3/from-munich-to-pearl-harbor-roosevelts-america-and-the-origins-of-the-second-world-war/
142,A4CPZN5Y,XNPTDTPG,God's Eye: Aerial Photography and the Katyn Forest Massacre,Book review by Benjamin B. Fischer,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-46-no-3/gods-eye-aerial-photography-and-the-katyn-forest/
143,TD4E6R3V,SWZWMD3F,"Security Intelligence Services in New Democracies: The Czech Republic, Slovakia and Romania",Book review by John A. Wiant,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-46-no-4/security-intelligence-services-in-new-democracies-the-czech-republic-slovakia-and-romania/
144,BPZ5WYN8,C2MVECFT,Cloak and Dollar: A History of American Secret Intelligence,Book review by David S. Robarge,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-46-no-4/cloak-and-dollar-a-history-of-american-secret-intelligence/
145,X23T5GLS,PGIGYH3L,Spying on Spies How Elizebeth Smith Friedman Broke the Nazis' Secret Codes,Book review by Aaren Tucker,https://doi.org/10.1353/bcc.2024.a919499
146,GUHJHZUX,BQD4M4PU,Of Spies and Lies: A CIA Lie Detector Remembers Vietnam,Book review by Ward W. Warren,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-47-no-1/of-spies-and-lies-a-cia-lie-detector-remembers-vietnam/
147,NT6KQ9IR,6GHLFKK7,Spy Capitalism: ITEK and the CIA,Book review by David S. Robarge,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-47-no-1/spy-capitalism-itek-and-the-cia/
148,LTBXWTEQ,BTNNZ37P,Red Spy Queen: A Biography of Elizabeth Bentley,Book review by Michael Warner,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-47-no-2/red-spy-queen-a-biography-of-elizabeth-bentley/
149,6RZXGTIH,VD3Y8G3W,A Look Over My Shoulder: A Life in the Central Intelligence Agency,Book review by Thomas M. Troy,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-48-no-1/a-look-over-my-shoulder-a-life-in-the-central-intelligence-agency/
